what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039290719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039290727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039290960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039321215
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039329512
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039343218
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330039349500
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1330039365551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039366531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039366757
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039367578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039367778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330039369727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330039387247
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330039391855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039395444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039432906
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039432926
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039435575
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039442194
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039442349
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039449679
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330039453302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039464201
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039464207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039464458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039473738
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039473765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039478285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039478373
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039482490
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039483132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039487128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330039487202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330039492225
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330039493355
