what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1327539476340
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1327539476385
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1327539476387
started,bundle,org.eclipse.ui.cheatsheets,3.3.200.v20090526,"org.eclipse.ui.cheatsheets",1327539476387
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1327539476422
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1327539476422
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1327539476422
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1327539476425
started,bundle,org.eclipse.ui.intro,3.3.2.v20100111_35x,"org.eclipse.ui.intro",1327539476425
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1327539476426
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1327539476427
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1327539476428
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1327539476430
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1327539476431
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1327539476432
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1327539476433
started,bundle,org.eclipse.wst.jsdt.core,1.0.201.v2010012803,"org.eclipse.wst.jsdt.core",1327539476439
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1327539476440
started,bundle,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui",1327539476440
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1327539476441
os,sysinfo,,,"win32",1327539476445
arch,sysinfo,,,"x86",1327539476445
ws,sysinfo,,,"win32",1327539476445
locale,sysinfo,,,"en_US",1327539476445
processors,sysinfo,,,"4",1327539476445
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1327539476446
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1327539476446
java.specification.name,sysinfo,,,"Java Platform API Specification",1327539476446
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327539476446
java.specification.version,sysinfo,,,"1.6",1327539476446
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1327539476446
java.version,sysinfo,,,"1.6.0_29",1327539476446
java.vm.info,sysinfo,,,"mixed mode, sharing",1327539476446
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1327539476446
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327539476446
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327539476446
java.vm.specification.version,sysinfo,,,"1.0",1327539476446
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327539476446
java.vm.version,sysinfo,,,"20.4-b02",1327539476446
started,bundle,org.eclipse.ui.intro.universal,3.2.300.v20090526,"org.eclipse.ui.intro.universal",1327539479315
activated,view,org.eclipse.wst.jsdt.ui,1.0.201.v2010012803,"org.eclipse.wst.jsdt.ui.PackageExplorer",1327539492913
started,bundle,org.eclipse.equinox.p2.ui,1.0.101.R35x_v20090819,"org.eclipse.equinox.p2.ui",1327539513457
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk",1327539513458
started,bundle,org.eclipse.equinox.p2.metadata,1.0.101.R35x_v20100112,"org.eclipse.equinox.p2.metadata",1327539513584
started,bundle,org.eclipse.ecf.identity,3.0.0.v20090831-1906,"org.eclipse.ecf.identity",1327539514086
started,bundle,org.eclipse.ecf,3.0.0.v20090831-1906,"org.eclipse.ecf",1327539514093
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer.httpclient",1327539514498
started,bundle,org.eclipse.ecf.provider.filetransfer,3.0.1.v20090831-1906,"org.eclipse.ecf.provider.filetransfer",1327539514500
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1327539514531
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.extensionlocation",1327539515994
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1327539516312
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20090520-1905,"org.eclipse.equinox.p2.ui.sdk.install",1327539516325
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1327539518024
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1327539659254
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.0.v200904240436,"org.eclipse.wst.xsl.debug.ui",1327539663434
