what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode",1327446402208
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1327446402208
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1327446402208
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1327446402208
java.vm.specification.version,sysinfo,,,"1.0",1327446402208
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1327446402208
java.vm.version,sysinfo,,,"20.4-b02",1327446402208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327447684369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327447975960
activated,view,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.PackageExplorer",1327447983834
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1327447985187
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1327447985205
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327447985251
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327447985354
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327447989526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448018861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448025549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448028701
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1327448036918
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1327448036941
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1327448038088
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1327448038119
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1327448038135
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1327448038188
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1327448038284
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1327448038288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448038415
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1327448044151
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1327448044658
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1327448044697
error,log,,,"Provisioning exception",1327448044976
error,log,,,"Provisioning exception",1327448052104
error,log,,,"Provisioning exception",1327448061165
error,log,,,"Provisioning exception",1327448087183
error,log,,,"Provisioning exception",1327448087194
error,log,,,"Provisioning exception",1327448089104
error,log,,,"Provisioning exception",1327448089112
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110511,"org.eclipse.equinox.p2.publisher.eclipse",1327448093633
error,log,,,"Provisioning exception",1327448097331
error,log,,,"Provisioning exception",1327448101943
error,log,,,"Provisioning exception",1327448104157
error,log,,,"Provisioning exception",1327448105755
error,log,,,"Provisioning exception",1327448107142
error,log,,,"Provisioning exception",1327448107240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448123734
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1327448123763
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProgressView",1327448124930
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327448128074
closed,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProgressView",1327448128189
error,log,,,"Some sites could not be found.  See the error log for more detail.",1327448128662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448128720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448131016
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1327448132502
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1327448132535
started,bundle,org.eclipse.rse.services,3.2.101.R33x_v201109141647,"org.eclipse.rse.services",1327448135132
started,bundle,org.eclipse.rse.core,3.2.1.R33x_v201109141647,"org.eclipse.rse.core",1327448135174
started,bundle,org.eclipse.rse.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.ui",1327448135935
started,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1327448135960
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.101.R33x_v201107181530,"org.eclipse.rse.subsystems.files.core",1327448135996
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.200.v201101042155,"org.eclipse.rse.subsystems.files.local",1327448135997
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.201.R33x_v201106281309,"org.eclipse.rse.subsystems.shells.core",1327448136101
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.local",1327448136104
started,bundle,org.eclipse.rse.connectorservice.local,2.1.300.v201101042155,"org.eclipse.rse.connectorservice.local",1327448136145
started,bundle,org.eclipse.rse.services.local,2.1.300.v201105311250,"org.eclipse.rse.services.local",1327448136162
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448136173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448138911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448144732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448858470
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327448858504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327448861523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450161907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450189477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450192560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450199578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450219213
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1327450219241
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450221037
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1327450225270
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1327450226847
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1327450226972
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1327450227012
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1327450227147
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1327450227169
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1327450227864
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1327450227872
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1327450227921
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1327450227938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450227972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450229919
activated,view,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.PackageExplorer",1327450231608
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450234543
executed,command,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.edit.text.java.open.editor",1327450234547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450240573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450299933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1327450311962
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1327450315044
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1327450315092
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1327450315150
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1327450315202
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1327450315224
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1327450315289
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1327450315309
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1327450315433
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1327450315438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450315524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450319755
error,log,,,"<project root> [in getjar] does not exist",1327450322999
error,log,,,"<project root> [in getjar] does not exist",1327450323005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450323019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1327450323859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1327450323971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327450327671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1327450328068
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450331046
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450331047
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450333363
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450333437
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450333437
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450351439
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450351510
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450351510
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450352998
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450353072
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450353072
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450354419
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450354489
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450354489
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450355445
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450355537
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1327450355537
