what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1350779120893
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350779129360
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350779134830
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350779136018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779143830
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779162816
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779180511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350779186619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779235228
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779247736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779256646
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779267880
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350779281257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779288613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779315694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779321207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350779326407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350779331069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779334644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779343254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779345435
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779351672
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350779367442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779386503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350779428736
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350780161015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780168628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780170546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780174072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780184368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780206489
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1350780218329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780221964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350780235131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780240232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780245770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1350780255910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350780258671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780281681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780283959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780286611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780292679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780292741
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780293943
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350780293989
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350780294255
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350780305157
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350780305699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780308460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780310130
opened,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1350780318711
activated,view,com.android.ide.eclipse.ddms,20.0.2.v201207191942-407447,"com.android.ide.eclipse.ddms.views.LogCatView",1350780318749
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350780337909
opened,editor,com.android.ide.eclipse.adt,20.0.2.v201207191942-407447,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1350780338976
activated,editor,com.android.ide.eclipse.adt,20.0.2.v201207191942-407447,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1350780339081
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1350780339913
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1350780339934
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1350780340005
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1350780340039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780342887
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780376901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780387746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780391802
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350780393992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1350780398064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350780400435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350780401541
error,log,,,"Parser exception for C:\\Users\\Mohit\\workspace\\AndroidBBC\\AndroidManifest.xml: Element type ""uses-sdk"" must be followed by either attribute specifications, "">"" or ""/>"".",1350780401825
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1350780414468
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1350780414567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780416153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350780430116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350780431196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350780431714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350780432130
